Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
1231,Xã Bản Rịa,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1234,Xã Yên Thành,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1237,Thị trấn Yên Bình,,Thị trấn,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1240,Xã Tân Trịnh,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1243,Xã Tân Bắc,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1246,Xã Bằng Lang,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1249,Xã Yên Hà,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1252,Xã Hương Sơn,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1255,Xã Xuân Giang,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1258,Xã Nà Khương,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1261,Xã Tiên Yên,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1264,Xã Vĩ Thượng,,Xã,35,Huyện Quang Bình,2,Tỉnh Hà Giang
1267,Phường Sông Hiến,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1270,Phường Sông Bằng,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1273,Phường Hợp Giang,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1276,Phường Tân Giang,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1279,Phường Ngọc Xuân,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1282,Phường Đề Thám,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1285,Phường Hoà Chung,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1288,Phường Duyệt Trung,,Phường,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1693,Xã Vĩnh Quang,,Xã,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1705,Xã Hưng Đạo,,Xã,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1720,Xã Chu Trinh,,Xã,40,Thành phố Cao Bằng,4,Tỉnh Cao Bằng
1290,Thị trấn Pác Miầu,,Thị trấn,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1291,Xã Đức Hạnh,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1294,Xã Lý Bôn,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1296,Xã Nam Cao,Nam Cao commune,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1297,Xã Nam Quang,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1300,Xã Vĩnh Quang,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1303,Xã Quảng Lâm,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1304,Xã Thạch Lâm,Thach Lam commune,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1309,Xã Vĩnh Phong,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1312,Xã Mông Ân,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1315,Xã Thái Học,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1316,Xã Thái Sơn,Thai Son commune,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1318,Xã Yên Thổ,,Xã,42,Huyện Bảo Lâm,4,Tỉnh Cao Bằng
1321,Thị trấn Bảo Lạc,,Thị trấn,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1324,Xã Cốc Pàng,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1327,Xã Thượng Hà,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1330,Xã Cô Ba,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1333,Xã Bảo Toàn,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1336,Xã Khánh Xuân,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1339,Xã Xuân Trường,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1342,Xã Hồng Trị,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1343,Xã Kim Cúc,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1345,Xã Phan Thanh,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1348,Xã Hồng An,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1351,Xã Hưng Đạo,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1352,Xã Hưng Thịnh,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1354,Xã Huy Giáp,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1357,Xã Đình Phùng,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1359,Xã Sơn Lập,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1360,Xã Sơn Lộ,,Xã,43,Huyện Bảo Lạc,4,Tỉnh Cao Bằng
1363,Thị trấn Thông Nông,,Thị trấn,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1366,Xã Cần Yên,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1367,Xã Cần Nông,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1372,Xã Lương Thông,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1375,Xã Đa Thông,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1378,Xã Ngọc Động,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1381,Xã Yên Sơn,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1384,Xã Lương Can,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1387,Xã Thanh Long,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1392,Thị trấn Xuân Hòa,,Thị trấn,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1393,Xã Lũng Nặm,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1399,Xã Trường Hà,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1402,Xã Cải Viên,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1411,Xã Nội Thôn,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1414,Xã Tổng Cọt,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1417,Xã Sóc Hà,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1420,Xã Thượng Thôn,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1429,Xã Hồng Sỹ,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1432,Xã Quý Quân,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1435,Xã Mã Ba,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1438,Xã Ngọc Đào,,Xã,45,Huyện Hà Quảng,4,Tỉnh Cao Bằng
1447,Thị trấn Trà Lĩnh,,Thị trấn,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1453,Xã Tri Phương,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1456,Xã Quang Hán,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1462,Xã Xuân Nội,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1465,Xã Quang Trung,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1468,Xã Quang Vinh,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1471,Xã Cao Chương,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1477,Thị trấn Trùng Khánh,,Thị trấn,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1480,Xã Ngọc Khê,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1481,Xã Ngọc Côn,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1483,Xã Phong Nậm,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1489,Xã Đình Phong,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1495,Xã Đàm Thuỷ,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1498,Xã Khâm Thành,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1501,Xã Chí Viễn,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1504,Xã Lăng Hiếu,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1507,Xã Phong Châu,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1516,Xã Trung Phúc,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1519,Xã Cao Thăng,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1522,Xã Đức Hồng,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1525,Xã Đoài Dương,,Xã,47,Huyện Trùng Khánh,4,Tỉnh Cao Bằng
1534,Xã Minh Long,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1537,Xã Lý Quốc,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1540,Xã Thắng Lợi,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1543,Xã Đồng Loan,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1546,Xã Đức Quang,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1549,Xã Kim Loan,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1552,Xã Quang Long,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1555,Xã An Lạc,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1558,Thị trấn Thanh Nhật,,Thị trấn,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1561,Xã Vinh Quý,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1564,Xã Thống Nhất,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1567,Xã Cô Ngân,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1573,Xã Thị Hoa,,Xã,48,Huyện Hạ Lang,4,Tỉnh Cao Bằng
1474,Xã Quốc Toản,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1576,Thị trấn Quảng Uyên,,Thị trấn,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1579,Xã Phi Hải,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1582,Xã Quảng Hưng,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1594,Xã Độc Lập,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1597,Xã Cai Bộ,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1603,Xã Phúc Sen,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1606,Xã Chí Thảo,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1609,Xã Tự Do,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1615,Xã Hồng Quang,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1618,Xã Ngọc Động,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1624,Xã Hạnh Phúc,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1627,Thị trấn Tà Lùng,,Thị trấn,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1630,Xã Bế Văn Đàn,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1636,Xã Cách Linh,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1639,Xã Đại Sơn,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1645,Xã Tiên Thành,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1648,Thị trấn Hoà Thuận,,Thị trấn,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1651,Xã Mỹ Hưng,,Xã,49,Huyện Quảng Hòa,4,Tỉnh Cao Bằng
1654,Thị trấn Nước Hai,,Thị trấn,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1657,Xã Dân Chủ,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1660,Xã Nam Tuấn,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1666,Xã Đại Tiến,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1669,Xã Đức Long,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1672,Xã Ngũ Lão,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1675,Xã Trương Lương,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1687,Xã Hồng Việt,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1696,Xã Hoàng Tung,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1699,Xã Nguyễn Huệ,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1702,Xã Quang Trung,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1708,Xã Bạch Đằng,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1711,Xã Bình Dương,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1714,Xã Lê Chung,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1723,Xã Hồng Nam,,Xã,51,Huyện Hoà An,4,Tỉnh Cao Bằng
1726,Thị trấn Nguyên Bình,,Thị trấn,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1729,Thị trấn Tĩnh Túc,,Thị trấn,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1732,Xã Yên Lạc,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1735,Xã Triệu Nguyên,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1738,Xã Ca Thành,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1744,Xã Vũ Nông,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1747,Xã Minh Tâm,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1750,Xã Thể Dục,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1756,Xã Mai Long,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1762,Xã Vũ Minh,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1765,Xã Hoa Thám,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1768,Xã Phan Thanh,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1771,Xã Quang Thành,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1774,Xã Tam Kim,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1777,Xã Thành Công,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1780,Xã Thịnh Vượng,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1783,Xã Hưng Đạo,,Xã,52,Huyện Nguyên Bình,4,Tỉnh Cao Bằng
1786,Thị trấn Đông Khê,,Thị trấn,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1789,Xã Canh Tân,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1792,Xã Kim Đồng,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1795,Xã Minh Khai,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1801,Xã Đức Thông,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1804,Xã Thái Cường,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1807,Xã Vân Trình,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1810,Xã Thụy Hùng,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1813,Xã Quang Trọng,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1816,Xã Trọng Con,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1819,Xã Lê Lai,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1822,Xã Đức Long,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1828,Xã Lê Lợi,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1831,Xã Đức Xuân,,Xã,53,Huyện Thạch An,4,Tỉnh Cao Bằng
1834,Phường Nguyễn Thị Minh Khai,,Phường,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1837,Phường Sông Cầu,,Phường,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1840,Phường Đức Xuân,,Phường,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1843,Phường Phùng Chí Kiên,,Phường,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1846,Phường Huyền Tụng,,Phường,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1849,Xã Dương Quang,,Xã,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1852,Xã Nông Thượng,,Xã,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1855,Phường Xuất Hóa,,Phường,58,Thành Phố Bắc Kạn,6,Tỉnh Bắc Kạn
1858,Xã Bằng Thành,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1861,Xã Nhạn Môn,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1864,Xã Bộc Bố,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1867,Xã Công Bằng,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1870,Xã Giáo Hiệu,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1873,Xã Xuân La,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1876,Xã An Thắng,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1879,Xã Cổ Linh,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1882,Xã Nghiên Loan,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1885,Xã Cao Tân,,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1888,Thị trấn Chợ Rã,,Thị trấn,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1891,Xã Bành Trạch,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1894,Xã Phúc Lộc,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1897,Xã Hà Hiệu,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1900,Xã Cao Thượng,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1906,Xã Khang Ninh,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1909,Xã Nam Mẫu,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1912,Xã Thượng Giáo,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1915,Xã Địa Linh,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1918,Xã Yến Dương,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1921,Xã Chu Hương,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1924,Xã Quảng Khê,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1927,Xã Mỹ Phương,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1930,Xã Hoàng Trĩ,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1933,Xã Đồng Phúc,,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1936,Thị trấn Nà Phặc,,Thị trấn,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1939,Xã Thượng Ân,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1942,Xã Bằng Vân,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1945,Xã Cốc Đán,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1948,Xã Trung Hoà,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1951,Xã Đức Vân,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1954,Xã Vân Tùng,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1957,Xã Thượng Quan,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1960,Xã Hiệp Lực,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1963,Xã Thuần Mang,,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1969,Thị trấn Phủ Thông,,Thị trấn,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1975,Xã Vi Hương,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1978,Xã Sĩ Bình,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1981,Xã Vũ Muộn,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1984,Xã Đôn Phong,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1990,Xã Lục Bình,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1993,Xã Tân Tú,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1999,Xã Nguyên Phúc,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2002,Xã Cao Sơn,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2005,Xã Quân Hà,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2008,Xã Cẩm Giàng,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2011,Xã Mỹ Thanh,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2014,Xã Dương Phong,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2017,Xã Quang Thuận,,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2020,Thị trấn Bằng Lũng,,Thị trấn,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2023,Xã Xuân Lạc,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2026,Xã Nam Cường,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2029,Xã Đồng Lạc,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2032,Xã Tân Lập,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2035,Xã Bản Thi,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2038,Xã Quảng Bạch,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2041,Xã Bằng Phúc,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2044,Xã Yên Thịnh,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2047,Xã Yên Thượng,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2050,Xã Phương Viên,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2053,Xã Ngọc Phái,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2059,Xã Đồng Thắng,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2062,Xã Lương Bằng,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2065,Xã Bằng Lãng,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2068,Xã Đại Sảo,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2071,Xã Nghĩa Tá,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2077,Xã Yên Mỹ,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2080,Xã Bình Trung,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2083,Xã Yên Phong,,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2086,Thị trấn Đồng Tâm,,Thị trấn,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2089,Xã Tân Sơn,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2092,Xã Thanh Vận,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2095,Xã Mai Lạp,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2098,Xã Hoà Mục,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2101,Xã Thanh Mai,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2104,Xã Cao Kỳ,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2107,Xã Nông Hạ,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2110,Xã Yên Cư,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2113,Xã Thanh Thịnh,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2116,Xã Yên Hân,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2122,Xã Như Cố,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2125,Xã Bình Văn,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2131,Xã Quảng Chu,,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2137,Xã Văn Vũ,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2140,Xã Văn Lang,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2143,Xã Lương Thượng,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2146,Xã Kim Hỷ,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2152,Xã Cường Lợi,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2155,Thị trấn Yến Lạc,,Thị trấn,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2158,Xã Kim Lư,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2161,Xã Sơn Thành,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2170,Xã Văn Minh,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2173,Xã Côn Minh,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2176,Xã Cư Lễ,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2179,Xã Trần Phú,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2185,Xã Quang Phong,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2188,Xã Dương Sơn,,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
